0.0,0.0,0.0,0.0
30216,7611,1,1
30216,8550,1,1
25447,8550,1,1
4191,8550,1,1
1588,8550,1,1
30216,829,1,1
4191,829,1,1
30216,7330,1,1
4191,7330,1,1
5925,34494,1,1
13024,30607,1,1
27250,19379,1,1
27250,956,1,1
27250,6735,1,1
27250,21575,1,1
27250,35,1,1
7597,35,1,1
11337,35,1,1
13902,35,1,1
33936,35,1,1
27250,12581,1,1
34339,12581,1,1
25674,12581,1,1
27250,3568,1,1
9158,3568,1,1
18318,3568,1,1
11094,27247,1,1
26005,27247,1,1
5150,27247,1,1
11094,9163,1,1
34339,31433,1,1
22057,31433,1,1
25674,31433,1,1
28143,31433,1,1
19381,31433,1,1
28326,31433,1,1
8819,31538,1,1
26912,14373,1,1
9223,14373,1,1
26791,14373,1,1
29147,32738,1,1
26340,32738,1,1
1856,32738,1,1
30270,6615,1,1
21432,6615,1,1
20477,6615,1,1
9793,6615,1,1
29347,6615,1,1
9158,22968,1,1
1511,22968,1,1
337,22968,1,1
9158,2738,1,1
26620,2738,1,1
4945,2738,1,1
19431,10615,1,1
9562,10615,1,1
21769,20255,1,1
28071,20255,1,1
21804,20255,1,1
21267,20255,1,1
9562,20255,1,1
8556,20255,1,1
26912,20255,1,1
14756,20255,1,1
21804,9224,1,1
21769,9224,1,1
28071,9224,1,1
21267,9224,1,1
21769,7128,1,1
21804,7128,1,1
28071,7128,1,1
21267,7128,1,1
21769,20262,1,1
28071,20262,1,1
21804,20262,1,1
21267,20262,1,1
21769,17611,1,1
34339,17611,1,1
19914,17611,1,1
29638,17611,1,1
25350,17611,1,1
15309,17611,1,1
23570,17611,1,1
24206,17611,1,1
28071,17611,1,1
21804,17611,1,1
21267,17611,1,1
14751,17611,1,1
32196,17611,1,1
21328,17611,1,1
19431,17611,1,1
21769,29562,1,1
28071,29562,1,1
21804,29562,1,1
21267,29562,1,1
21769,34223,1,1
28071,34223,1,1
21804,34223,1,1
21267,34223,1,1
21769,3769,1,1
28071,3769,1,1
21804,3769,1,1
21267,3769,1,1
21769,31841,1,1
28071,31841,1,1
16322,31841,1,1
26912,31841,1,1
9352,31841,1,1
21804,31841,1,1
21267,31841,1,1
21769,30580,1,1
28071,30580,1,1
21804,30580,1,1
21267,30580,1,1
75,32268,1,1
15967,32268,1,1
2774,32268,1,1
14756,32268,1,1
14756,5536,1,1
9223,5536,1,1
6754,5536,1,1
31271,5536,1,1
14756,24765,1,1
11094,25457,1,1
8556,25457,1,1
25038,25457,1,1
33230,25457,1,1
28143,25457,1,1
31979,25457,1,1
28326,8430,1,1
25447,22724,1,1
1588,22724,1,1
29347,13596,1,1
9793,13596,1,1
30270,13596,1,1
30270,25403,1,1
9793,25403,1,1
29347,25403,1,1
30270,29177,1,1
9793,29177,1,1
29347,29177,1,1
30270,12378,1,1
9793,12378,1,1
29347,12378,1,1
30270,12595,1,1
9793,12595,1,1
29347,12595,1,1
34676,12595,1,1
3943,12595,1,1
5322,12595,1,1
28326,12595,1,1
30270,3305,1,1
9793,3305,1,1
29347,3305,1,1
9158,1244,1,1
30270,1244,1,1
9793,1244,1,1
29347,1244,1,1
30270,7564,1,1
9793,7564,1,1
29347,7564,1,1
29347,26537,1,1
30270,26537,1,1
9793,26537,1,1
29347,30633,1,1
30270,30633,1,1
9793,30633,1,1
29347,31214,1,1
30270,31214,1,1
9793,31214,1,1
29347,23646,1,1
30270,23646,1,1
9793,23646,1,1
29347,32216,1,1
30270,32216,1,1
9793,32216,1,1
34676,32216,1,1
3943,32216,1,1
29347,6765,1,1
30270,6765,1,1
9793,6765,1,1
29347,5128,1,1
30270,5128,1,1
9793,5128,1,1
6954,5128,1,1
29347,18059,1,1
9793,18059,1,1
30270,18059,1,1
7319,18059,1,1
16322,18059,1,1
9352,18059,1,1
29347,30,1,1
9793,30,1,1
30270,30,1,1
4191,11415,1,1
29347,11415,1,1
9793,11415,1,1
30270,11415,1,1
29347,7867,1,1
9793,7867,1,1
30270,7867,1,1
29347,34148,1,1
9793,34148,1,1
30270,34148,1,1
29347,20164,1,1
9793,20164,1,1
30270,20164,1,1
29347,25719,1,1
9793,25719,1,1
30270,25719,1,1
29347,23058,1,1
9793,23058,1,1
30270,23058,1,1
29347,19623,1,1
9793,19623,1,1
30270,19623,1,1
5996,19623,1,1
29347,34132,1,1
9793,34132,1,1
30270,34132,1,1
34339,19579,1,1
14751,19579,1,1
9562,12071,1,1
3943,12071,1,1
29147,21282,1,1
29147,6116,1,1
29147,6376,1,1
29147,28125,1,1
34676,28125,1,1
24324,28125,1,1
12958,28125,1,1
29147,32009,1,1
29147,27932,1,1
31201,27932,1,1
21663,27932,1,1
22057,27932,1,1
34339,16066,1,1
14751,16066,1,1
28015,21667,1,1
8148,21667,1,1
28015,20069,1,1
9562,3697,1,1
28015,3697,1,1
4120,3697,1,1
33309,3697,1,1
9048,3697,1,1
16700,3697,1,1
30538,3697,1,1
19301,3697,1,1
34339,3697,1,1
14350,3697,1,1
19381,3697,1,1
6752,3697,1,1
20876,3697,1,1
22057,3697,1,1
18614,3697,1,1
28015,33817,1,1
11006,33817,1,1
10061,33817,1,1
23570,33817,1,1
6595,33817,1,1
10854,33817,1,1
9158,15565,1,1
536,15565,1,1
34676,15565,1,1
3943,15565,1,1
3608,15565,1,1
7531,1874,1,1
